po_number,vendor,amount,date_issued
796809,"Crosby, Riley and Krause",17458.46,2026-01-01
861959,Diaz-Harris,49576.5,2026-02-17
315882,Ashley Ltd,35824.55,2026-01-20
261234,Higgins PLC,72403.35,2026-01-10
113331,Brown-Berry,98975.11,2026-02-27
974359,Garrison Inc,28737.41,2026-03-24
656349,"Bruce, Kim and Edwards",88461.98,2026-01-08
362854,Smith-Perez,13840.47,2026-01-31
243909,Goodwin LLC,58713.68,2026-01-04
978284,Brown-Vance,20825.12,2026-01-11
889755,Owen-Holder,47486.49,2026-01-17
484497,Moran-Moreno,96389.12,2026-02-15
874379,Rios-Ballard,18804.4,2026-01-31
295334,"Brown, Harris and Hull",51104.62,2026-02-21
283115,"White, Jones and Goodman",85304.2,2026-01-04
674509,Lopez-Johnson,36227.58,2026-01-31
774236,Austin-Harris,79154.85,2026-03-11
909450,"Armstrong, Hernandez and Rogers",3825.91,2026-01-13
972055,Dixon Group,42510.68,2026-01-15
441066,"Pena, Cummings and Mccann",52145.5,2026-02-17
249316,Soto-Meadows,92639.79,2026-03-03
268241,Scott Group,13637.69,2026-03-17
203731,Reese LLC,64994.82,2026-01-20
322315,Phillips-Carter,71540.88,2026-03-04
835596,"Owen, Marshall and Pope",68028.48,2026-03-10
710988,Graves-Huffman,72924.4,2026-03-16
883731,Kramer LLC,35401.57,2026-02-04
239736,"Tyler, Sloan and Vasquez",60524.73,2026-01-15
874668,Williams-Carter,49862.74,2026-02-02
860607,Brown-Rodriguez,63372.49,2026-03-03
460783,Hughes-Moreno,33728.55,2026-02-26
511756,Johnson-Brown,48149.7,2026-03-05
447606,Ball-Flores,67270.67,2026-02-08
780065,Frost-Li,89709.2,2026-01-08
346433,"White, Long and Cantu",65289.56,2026-01-27
214525,Flores Group,28015.11,2026-01-21
499915,Santos-Barber,40891.45,2026-03-23
138991,"Graham, Hawkins and Norman",58842.58,2026-03-24
426351,"Burns, Dillon and Miranda",4182.9,2026-02-04
479127,"Williams, Burke and Lee",87233.17,2026-01-06
690947,Reynolds and Sons,9118.54,2026-02-25
837109,Fitzpatrick Inc,47051.73,2026-02-13
432750,"Cowan, Thomas and Burton",54697.77,2026-01-22
244925,Weeks-Hebert,75214.75,2026-03-11
205262,Rogers-Chambers,63271.34,2026-01-21
694643,Martinez Ltd,84679.4,2026-03-13
541499,"Hansen, Johnson and Tucker",50180.13,2026-03-09
993650,Conley-Russell,44136.21,2026-01-29
336502,Clark-Mcfarland,70520.4,2026-02-14
740814,"Johnson, Newton and Dickerson",25975.2,2026-03-15
637486,"Taylor, Evans and Tran",23096.16,2026-01-01
130187,Bennett LLC,27378.17,2026-01-05
345672,Jones LLC,70921.4,2026-01-03
533964,Mcdonald-Farmer,3085.7,2026-02-26
619970,Allen-Martinez,55281.18,2026-03-11
860160,Brandt-Ford,53444.46,2026-02-17
718598,Garcia-Fischer,70273.34,2026-03-16
121449,Ray and Sons,95029.8,2026-01-30
138884,Jackson-Gonzalez,28589.18,2026-01-04
824501,Miller Ltd,29149.65,2026-01-11
983736,"Bowers, Warner and Ramos",76769.2,2026-03-24
613533,Mendoza PLC,5313.64,2026-02-01
615924,Murphy-Walsh,55116.1,2026-03-19
218617,"Rivera, Martin and Wagner",1864.79,2026-02-22
209091,Jones-Burton,11298.44,2026-03-18
837141,Lewis and Sons,28928.35,2026-03-10
328274,Graham Ltd,77992.0,2026-03-20
558302,"Castro, Lee and Pierce",20395.37,2026-01-08
870456,Nelson-Mason,6523.88,2026-03-11
862917,Harris-Olson,39691.6,2026-02-12
411780,"Walsh, Murillo and Leblanc",51490.7,2026-01-19
555417,Lloyd-Baker,89215.64,2026-02-12
169768,Shaw-Perez,55613.58,2026-03-19
282793,Brown-Garcia,78747.31,2026-02-16
400228,Foster and Sons,95687.34,2026-02-07
133085,Smith and Sons,67461.61,2026-03-06
707466,Palmer PLC,47205.39,2026-03-08
525268,"Freeman, Washington and Aguirre",94964.83,2026-02-06
866038,"Lucas, Woods and Gonzalez",49595.14,2026-03-25
224841,"Johnson, Fowler and Parker",28761.56,2026-01-04
531202,"Mccarty, Ward and Guerrero",82890.77,2026-03-02
489541,"Harris, Davis and Rodgers",82212.53,2026-02-10
975047,Casey Ltd,31733.37,2026-01-27
684926,Palmer Ltd,92822.55,2026-02-17
430637,"Graves, Johnson and Bray",68694.3,2026-03-23
801100,Hernandez-Orr,8975.62,2026-03-23
557665,"Powers, Knight and Aguilar",66620.5,2026-02-26
794072,"Velasquez, Mitchell and Perry",28627.75,2026-01-12
845375,Guerra-Hernandez,32507.79,2026-02-20
512341,Reeves and Sons,63725.16,2026-03-26
596551,Brown Group,43099.1,2026-03-17
377415,"Cohen, Quinn and Foster",6800.53,2026-03-01
132236,Park-Diaz,19410.36,2026-02-24
305921,Jones PLC,40874.32,2026-01-03
954650,Wade Ltd,65597.31,2026-01-22
892494,"Reynolds, Ford and Turner",84597.47,2026-03-06
979012,Mccarthy LLC,26705.15,2026-02-01
482588,Williamson LLC,18117.82,2026-01-05
422837,"Anderson, Jones and Marshall",25002.1,2026-02-20
355437,"Lee, Key and Chavez",70506.5,2026-02-14
865981,Moore-Hall,61249.53,2026-01-14
858702,Cole and Sons,63242.23,2026-01-20
913429,May-Smith,47472.51,2026-03-20
160170,"Parker, Alvarez and Wilson",98195.1,2026-02-03
341837,Rice-Freeman,30403.6,2026-03-24
619810,"Shepherd, Taylor and Jackson",82038.11,2026-02-12
976584,Williams Inc,14920.98,2026-01-16
972687,Alvarado and Sons,75725.26,2026-02-13
493024,Nelson-Thompson,82549.52,2026-01-02
347322,"Pace, Edwards and Garcia",74287.6,2026-03-09
223111,"Gonzalez, Hill and Martin",36923.23,2026-03-13
889959,Sanchez Inc,87808.49,2026-02-14
935149,"Williams, Madden and Cherry",20485.72,2026-01-29
144388,Mcpherson Group,66178.85,2026-01-30
427230,Brown-King,43903.56,2026-03-13
995242,"Newman, Cruz and Holmes",90999.68,2026-02-14
548061,Smith and Sons,61496.71,2026-03-20
824068,Smith Inc,6758.4,2026-02-07
516978,"Guerrero, Cordova and Freeman",54087.26,2026-02-05
208088,"Young, Fisher and Weber",55067.53,2026-02-04
625377,"Miller, Roberts and Kelly",51010.83,2026-02-22
843689,Baker Ltd,76307.95,2026-01-05
145054,Kirk Inc,84286.8,2026-01-28
113568,Strickland Ltd,49899.83,2026-03-25
306248,Blake-Velazquez,16445.34,2026-02-22
685152,Patrick Inc,85997.98,2026-02-16
788721,Wright Group,48589.51,2026-01-10
285410,Ryan-Freeman,98489.51,2026-02-04
684557,George PLC,87815.71,2026-03-25
602219,Mckinney-Underwood,95315.13,2026-02-25
393758,Holt Group,66577.22,2026-01-23
578197,Alexander Ltd,39860.75,2026-02-09
532191,"Mitchell, Perez and Hernandez",3981.98,2026-03-01
891629,Kim and Sons,18107.66,2026-01-01
668525,"Compton, Williams and Hall",91608.7,2026-02-12
906711,"Bates, Torres and Bullock",88187.89,2026-02-08
418830,Schmidt Group,41945.2,2026-02-01
537032,"Alvarez, Butler and Torres",47246.54,2026-02-04
310171,"Mitchell, Shaw and Myers",69845.39,2026-03-07
961969,Le LLC,69279.47,2026-02-28
825097,"Watson, Jarvis and Hudson",37895.74,2026-02-08
885602,"Cervantes, Cummings and Murphy",32854.5,2026-02-09
356519,Jackson Ltd,12807.5,2026-02-04
870751,"Gallagher, Wilson and Gill",57189.94,2026-02-28
551106,Moss Ltd,65082.32,2026-02-25
180622,Rogers-Taylor,81452.25,2026-02-04
402298,"Berger, Adkins and Fuller",48705.82,2026-01-24
133248,"Butler, Brown and Ortiz",17981.98,2026-02-09
209686,Thompson-Miller,86283.91,2026-03-13
571692,Bryant-Hansen,71917.73,2026-02-25
392931,Perez Inc,81515.23,2026-02-05
760152,Roy Group,65750.55,2026-01-04
966071,Bailey Inc,24838.53,2026-02-08
436540,Wilson Ltd,91705.25,2026-02-09
515844,Bright LLC,70931.82,2026-03-14
619987,Mathis LLC,35909.0,2026-03-18
480702,Moses and Sons,53343.13,2026-03-03
870112,"Duffy, Walker and Bonilla",85822.72,2026-03-14
999083,"Leon, Baker and Brown",54154.29,2026-02-07
342484,Daniels LLC,83848.78,2026-02-07
684041,Brown Inc,39477.51,2026-03-20
475450,Wong Ltd,2286.6,2026-02-13
523287,"Moore, Arnold and Graham",69199.19,2026-01-23
885024,Hodges-Rush,57239.77,2026-01-13
470890,Ramos-Rogers,23403.31,2026-02-09
251281,"Williams, Simpson and Ward",88385.16,2026-02-28
722924,Bryant Inc,64771.7,2026-03-25
309280,Roberts PLC,13794.7,2026-02-28
867516,"Munoz, Phillips and Jones",19143.11,2026-02-20
483681,"Green, Hill and May",87564.72,2026-01-02
124918,"Daniels, Davis and Smith",13908.13,2026-02-25
505247,Coleman LLC,64749.52,2026-02-23
113805,Brown and Sons,30722.33,2026-03-26
112770,Ortiz-White,31120.17,2026-03-02
404491,Montgomery-Ward,43009.7,2026-03-19
741617,"Gregory, Spencer and Bryant",11678.18,2026-01-02
457356,Singh-Nelson,81917.28,2026-02-03
893379,"Villarreal, Lewis and Barnes",4292.75,2026-03-18
984024,Watson PLC,96440.99,2026-03-21
524859,Black LLC,21765.54,2026-03-06
278701,"Baxter, Thomas and Jones",73522.24,2026-03-23
369071,"Smith, Pennington and Wolfe",56879.72,2026-01-08
957247,Johnson-Parsons,28168.7,2026-01-02
151436,Grant Inc,90809.79,2026-03-11
117979,Robertson-Soto,62131.38,2026-02-02
739230,Gonzalez PLC,76879.28,2026-01-14
746451,Alexander-Miller,79534.93,2026-03-09
461845,Perkins-Jones,827.81,2026-03-20
430039,Wells-Davis,81545.88,2026-01-25
673117,Valencia Inc,98826.49,2026-02-02
589013,Mcbride-Sharp,87057.66,2026-01-17
291842,Murphy and Sons,45082.73,2026-01-13
934559,Thomas PLC,34672.7,2026-03-09
761802,"Hansen, Powell and Atkinson",97397.68,2026-03-05
512178,"Garcia, Shepard and Hicks",5339.0,2026-02-06
569693,"Young, Johnson and Baird",37341.47,2026-01-19
463499,Davis and Sons,96242.84,2026-01-11
126248,"Potts, Nielsen and Miller",40736.67,2026-03-09
685461,Harmon Ltd,24072.18,2026-03-17
886947,"Watts, Peck and Gregory",13228.3,2026-01-02
508121,"Gonzalez, Brown and Bishop",69965.6,2026-02-05
865585,"Phelps, Reed and Mora",45147.83,2026-01-11
374798,"Green, Rogers and Harrison",43230.64,2026-03-23
443514,Roberts-Henry,5055.27,2026-02-12
506432,Anderson LLC,52056.9,2026-02-06
151784,"Lee, Phillips and Myers",50674.7,2026-02-05
843335,Rivera and Sons,3457.41,2026-01-22
613129,Le-Andrews,35008.36,2026-03-12
451306,Mccullough-Cantrell,42886.79,2026-02-11
548386,Bradley LLC,64552.34,2026-01-07
225014,"Lee, Pacheco and Murray",43508.67,2026-03-17
110601,Andrade Ltd,36828.27,2026-01-25
586508,Santos and Sons,68920.27,2026-02-23
487026,Rose LLC,62842.7,2026-02-05
534717,Murphy-Sanders,47216.73,2026-03-21
342656,"Smith, Tucker and Herrera",59972.2,2026-01-20
260805,"Brown, Alvarez and Boyle",95371.55,2026-02-24
978631,Price-Sharp,27760.14,2026-03-01
283778,Allen-Padilla,63785.39,2026-01-07
359103,Brown-Castro,84106.68,2026-02-06
833947,Phillips and Sons,20260.26,2026-03-19
785791,Hernandez-Parker,99350.11,2026-03-19
972137,Lopez-Higgins,34453.75,2026-02-19
282112,Todd-Mcclure,70542.45,2026-01-03
153446,"Griffin, Johnson and Woods",78865.5,2026-01-14
513569,"Galvan, Lowe and Franklin",79406.13,2026-03-14
911402,Hunt-Figueroa,29455.59,2026-02-23
881294,Gardner-Knapp,26924.93,2026-03-05
404618,Dixon LLC,41638.5,2026-01-25
145819,Mcknight-Burns,88995.13,2026-01-29
129675,"Brooks, Frost and Ortiz",87236.97,2026-03-01
268330,"Randall, Graham and Stevens",37038.22,2026-01-03
823837,Welch-Torres,419.28,2026-03-17
608570,Martinez Group,47525.28,2026-02-19
486825,Marquez-Rowland,44507.75,2026-03-04
780548,Pace LLC,93631.7,2026-02-15
423663,"Hawkins, Simmons and Collins",151.9,2026-01-14
327647,Haynes-White,98549.68,2026-01-05
186910,Smith Inc,92586.65,2026-01-28
136557,"Buck, Hanna and Gibson",92879.71,2026-02-07
353952,"Abbott, Murphy and Brooks",91140.76,2026-02-16
736496,Hall LLC,74307.36,2026-01-01
924361,Krause-Jenkins,25689.26,2026-02-19
468211,"Howard, Howell and Johnson",5325.13,2026-03-12
799141,Ellis PLC,39647.18,2026-03-23
126407,Pittman-Wilcox,37040.3,2026-01-27
871354,Keller-Spence,5837.62,2026-01-09
550504,Thompson-Sanchez,60993.58,2026-01-25
304539,Taylor-Hines,82708.78,2026-01-26
576056,Richards-Reynolds,89703.78,2026-02-21
829507,Andrade LLC,10204.87,2026-01-18
514511,"Johnson, Garcia and Dunlap",84657.43,2026-01-31
739558,"Atkins, Austin and Thompson",98044.97,2026-01-21
897465,"Arnold, Jackson and Rogers",97581.98,2026-02-14
398578,Martinez Inc,64119.99,2026-02-28
762380,"Buchanan, Carson and Williams",50192.79,2026-02-25
633831,Sanchez-Thompson,92098.74,2026-02-26
236594,"Hall, Leonard and Phillips",47114.84,2026-03-21
186154,Barnes-Lee,64529.49,2026-02-15
216090,Aguilar-Spencer,85954.1,2026-01-16
321296,"Fernandez, Tran and Cooper",34070.76,2026-02-19
312003,Wright-Snow,38801.13,2026-03-08
552045,Christian-Walters,11521.49,2026-02-14
121745,"Brooks, Foster and Dunn",30430.19,2026-03-15
787590,West-Barnes,81865.6,2026-01-30
116980,Grant-Frye,32685.1,2026-02-03
636065,Jensen-Gonzalez,54140.85,2026-02-10
455997,"Wheeler, Chavez and Sanders",97917.82,2026-02-12
418038,Garcia-Weeks,84913.21,2026-02-17
659251,Walter and Sons,83395.19,2026-03-02
981991,Lee-Freeman,50207.65,2026-01-15
566954,Hart Ltd,62561.0,2026-01-26
231484,Marquez LLC,58833.64,2026-03-20
115998,Mitchell LLC,47241.43,2026-01-17
837689,Harper-Long,15215.5,2026-01-06
671907,Orozco Group,73011.58,2026-01-01
965889,Anderson and Sons,17493.73,2026-03-01
126867,Brock-Martin,26914.92,2026-03-08
299195,"Rangel, Coleman and Esparza",47116.27,2026-02-14
583296,Gonzales and Sons,7826.42,2026-01-20
791406,Perez-Braun,53631.67,2026-02-28
791905,Scott LLC,18019.53,2026-03-15
934290,Neal Ltd,86206.11,2026-02-01
571491,Shepherd Group,45136.82,2026-02-07
400975,"Williams, Wheeler and Bryan",4049.2,2026-01-10
588311,Robinson LLC,8700.22,2026-01-21
738746,"Russell, Chase and Stevens",20195.99,2026-03-01
507241,Smith-Kaufman,47308.16,2026-03-19
430609,Hayes-Townsend,28420.52,2026-02-07
973209,Rivera-Moore,65370.58,2026-01-24
740172,"Simon, Pratt and Sanchez",67035.71,2026-01-18
109480,Chen-Smith,48941.51,2026-03-14
112327,Mcdaniel-Brown,85111.1,2026-02-27
149032,Garza Ltd,65741.18,2026-02-09
651733,"Gibson, Sanchez and Matthews",41371.11,2026-03-17
611823,Cook Group,93330.59,2026-02-19
649120,Perry-Krause,22296.96,2026-03-03
103597,Ibarra Ltd,22376.3,2026-01-02
557229,Dennis-Daniels,69064.17,2026-03-01
877105,Cook Group,46505.54,2026-01-19
687255,"Vance, Moore and Norris",92621.6,2026-03-11
872091,Hughes-Ayers,68807.8,2026-03-16
443775,Andrews-Hartman,1598.75,2026-01-24
930280,"Brown, Edwards and Maxwell",67024.0,2026-01-12
799504,Padilla-Blair,60838.96,2026-03-10
327546,"Salazar, Banks and Benitez",47104.23,2026-02-08
848846,Ward-Mendoza,25735.59,2026-01-10
768644,Hill PLC,85194.49,2026-01-14
668807,Davis-Young,27701.71,2026-03-01
231541,"Frederick, Davis and Miller",87728.77,2026-01-04
472061,Stanley-Nelson,90138.42,2026-01-25
267638,Wilkinson-Campbell,30623.63,2026-02-25
183916,"Page, Navarro and Thomas",5954.21,2026-01-04
634576,Walker Inc,69278.6,2026-03-26
142766,Bennett Group,29592.52,2026-02-11
599373,Burke PLC,57789.93,2026-03-14
464178,Greene PLC,38823.18,2026-02-24
355545,"Walters, Smith and Stanley",96208.11,2026-03-21
515817,Fisher-Beck,50926.14,2026-01-27
264678,"Cowan, Nelson and Jackson",80129.2,2026-01-01
428578,Meyer Ltd,45171.1,2026-02-08
871050,Dawson Inc,81185.36,2026-01-26
239664,"Anderson, Hamilton and Drake",9264.75,2026-02-28
717187,Franco-Brown,46464.56,2026-02-27
860103,Fisher-Holloway,93635.21,2026-01-02
806556,Anderson Ltd,59414.74,2026-03-12
561180,Bean and Sons,10690.25,2026-03-22
765483,Holmes-Mcdaniel,84116.11,2026-03-11
881917,Murphy-Middleton,70554.74,2026-01-28
802453,"Wagner, Mclean and Bender",69810.54,2026-02-19
643478,Lee Inc,43543.69,2026-02-19
448801,"Nunez, Thompson and Tapia",6179.7,2026-02-19
159310,Mann-Crawford,11817.35,2026-01-10
128655,Wise-Kirk,90460.75,2026-01-22
764638,"Anderson, Romero and Wallace",80786.2,2026-01-05
632691,Rodriguez and Sons,50398.76,2026-02-21
701717,"Ryan, Walsh and Hall",59572.71,2026-03-05
807648,"Berry, Hancock and Smith",92938.8,2026-02-07
735016,Robertson LLC,98525.19,2026-02-09
618858,English-Gonzalez,51772.57,2026-01-25
951394,Wright LLC,89081.91,2026-02-04
817820,Porter Group,34411.84,2026-02-27
917187,Vaughan Ltd,3523.74,2026-01-10
529298,Moss LLC,31665.17,2026-02-11
926191,Wolfe Group,46844.49,2026-03-21
372393,"Cameron, Campos and Peters",44810.85,2026-02-25
609589,Cook-Kim,60135.84,2026-03-18
190328,Brown Ltd,36863.31,2026-02-22
227009,Baker-Mclean,88579.24,2026-01-08
433846,Leon-Watkins,3895.39,2026-01-04
348990,"Burke, Yoder and Mcfarland",69782.46,2026-03-15
296082,Evans-Williams,87396.83,2026-02-07
886765,"Flores, Jacobs and Mullen",46787.36,2026-03-01
864066,Rodriguez PLC,66804.84,2026-02-10
823303,Hughes Inc,32295.13,2026-03-04
714895,"Mcgrath, Cox and Peck",2146.97,2026-02-21
714449,Alvarez-Walter,26196.34,2026-02-12
783530,Murphy-Taylor,13553.87,2026-03-14
583137,Jones-Leblanc,93263.87,2026-01-21
248121,Guzman-Coleman,46717.82,2026-03-10
182318,"James, Adkins and May",9986.34,2026-02-26
878590,Thomas LLC,40219.7,2026-03-23
711940,"Greer, Benjamin and Deleon",89653.36,2026-03-17
733913,Campbell-Jackson,42624.69,2026-02-07
347374,"Sawyer, Johns and Zuniga",62884.4,2026-03-06
488962,"Lowe, Jackson and Smith",6892.84,2026-01-08
939634,"Fox, Carrillo and Cameron",77091.39,2026-01-03
729370,Bridges-Hansen,17651.7,2026-01-15
762444,Lee LLC,48352.36,2026-03-14
613736,"King, Webb and Harrison",20952.5,2026-01-15
693431,"Lee, Jacobs and Woods",63153.95,2026-03-03
135941,"Gonzales, Wolf and Figueroa",10952.3,2026-01-05
679737,Wilson-Garcia,99291.18,2026-01-18
128815,"Richards, Lopez and Khan",84916.47,2026-01-06
854764,"Howe, Roman and Frank",4293.21,2026-02-04
568254,Booker and Sons,39476.91,2026-01-25
886145,Johnson-Martin,79999.8,2026-02-02
723663,Mathis-Thomas,89526.3,2026-02-23
167788,Miller LLC,59532.15,2026-01-28
738620,Alexander-Hawkins,62095.86,2026-03-17
156685,Davis Inc,12064.96,2026-02-16
109266,Lam-Christensen,99319.65,2026-03-26
314456,"Jones, Dickerson and Page",62916.96,2026-01-21
246271,Wu-Lozano,73412.2,2026-01-23
112650,Ortega-Brown,42623.14,2026-01-29
941500,Rivera LLC,4707.15,2026-01-02
466169,Lawson PLC,51643.84,2026-01-30
486116,Davidson-Padilla,84419.37,2026-01-27
700431,Poole PLC,78463.66,2026-02-06
511366,Black and Sons,66343.96,2026-02-07
691670,"Wilson, Brown and Robbins",72852.1,2026-02-22
459767,Mason PLC,33331.26,2026-03-18
279298,Montgomery-Arroyo,92391.64,2026-03-17
246663,"Fitzgerald, Jenkins and Baird",95068.34,2026-01-31
576000,Johnson-Miller,78816.4,2026-01-17
272213,"Suarez, Diaz and Sanders",20144.5,2026-01-07
842364,"Hahn, Carey and Jones",82769.34,2026-03-14
126295,Lynch Ltd,39535.35,2026-01-19
834847,"Marks, Horton and Scott",40911.57,2026-03-02
107981,Green Group,97654.36,2026-03-03
636861,Vang-Love,25216.49,2026-01-30
764800,James-Nichols,82110.58,2026-03-11
294477,"Griffith, Allen and Crawford",20756.32,2026-03-10
595256,Mora LLC,87646.8,2026-01-28
716099,Strong and Sons,26813.27,2026-01-10
689091,Bennett-Ponce,29252.11,2026-02-26
809158,"Mathis, Lewis and Mccormick",71388.79,2026-03-20
685489,Ruiz Ltd,80999.53,2026-02-02
190504,Suarez-Lindsey,58721.24,2026-03-25
651074,"Smith, Mitchell and Franklin",12305.1,2026-02-16
767722,"Schultz, Gutierrez and Greer",37513.5,2026-03-21
682742,West Group,21188.8,2026-03-12
120111,Henderson Group,32550.86,2026-02-17
511123,"Ayers, Rice and Church",8151.32,2026-01-24
624959,"Jones, Diaz and Cantrell",46955.1,2026-01-20
110511,"Martinez, Alvarez and Lopez",88880.2,2026-02-13
430645,Mathis Inc,40.11,2026-01-10
639847,"West, Hall and Bauer",10433.9,2026-02-06
328613,Ellis-Mclean,24431.95,2026-03-14
463310,Thompson PLC,22429.35,2026-03-21
211743,Edwards LLC,45122.2,2026-03-07
597287,"Ross, Reeves and Diaz",8300.7,2026-02-08
543398,Evans-Ray,52426.75,2026-02-01
468583,Gregory-Bolton,36556.5,2026-02-28
954569,"Moore, Rodriguez and Knight",33907.86,2026-01-20
300463,Hoffman-Reeves,1523.94,2026-02-17
811852,Griffith-David,28934.84,2026-01-18
302199,Andrews Inc,95750.71,2026-01-04
644034,"Lawson, Wilson and Alvarado",28349.37,2026-02-16
517579,"Graham, Porter and Allen",23631.53,2026-01-22
270508,Diaz-Hodge,34547.22,2026-03-10
486807,"King, Hanson and Lopez",88236.4,2026-03-02
558837,Rogers-Smith,8128.3,2026-02-14
776708,"Carter, Cummings and Castillo",8959.81,2026-03-24
297805,Lee and Sons,50369.94,2026-03-02
618595,Flores Ltd,16321.2,2026-03-07
974022,Lewis Group,88563.8,2026-01-10
419161,Sanchez LLC,2495.88,2026-01-16
716829,"Shaw, Mann and Rodriguez",3923.21,2026-01-10
623807,"King, Crawford and Rogers",73912.45,2026-01-03
